,rate_member,location,rate_score,rate_date,comment,beer_url,beer_name,year,month,day
2059,argock,Virginia,4.43,2022-01-24,"12/01/21 stamped on bottom of can. Poured into a Samuel Adams Perfect Pint. Thanks to my friend Brian for generously giving me a chance to try this!

A: Slightly hazy light amber with 2-finger foamy light beige head with good retention and solid lacing. 

S: Tons of pine resin, peach, grapefruit, lime, and grassy hop notes. Clean, no esters. Subtle background light caramel malt note. 

T: in the flavor, there's a solid pale malt backbone with light caramel nuances. The happiness is strong with pine, grapefruit, peach, and a very resinous grassy finish. Bitterness is medium-high. There's no yeast character or esters. Aftertaste is bitter and resinous. Alcohol is well hidden throughout.

M: this beer is dangerously lean with medium body, moderate carbonation, and a very dry finish. I think I drank this entire beer in about 5 or 6 sips.

O: this is a highly drinkable old-school double IPA with a very dry finish. This is an excellent example of the American double IPA style.",https://www.beeradvocate.com/beer/profile/357/57259/,G-Bot,2022,1,24
2100,MDDMD,Pennsylvania,3.79,2022-10-12,,https://www.beeradvocate.com/beer/profile/2681/55412/,Gubna,2022,10,12
2101,mpenske,California,3.75,2022-02-26,,https://www.beeradvocate.com/beer/profile/2681/55412/,Gubna,2022,2,26
2102,eagles22,Pennsylvania,4.03,2021-12-26,,https://www.beeradvocate.com/beer/profile/2681/55412/,Gubna,2021,12,26
2103,mikerieder,South Dakota,4.06,2021-02-21,,https://www.beeradvocate.com/beer/profile/2681/55412/,Gubna,2021,2,21
2104,Keananmichael5,California,3.77,2021-01-03,,https://www.beeradvocate.com/beer/profile/2681/55412/,Gubna,2021,1,3
2105,dt_gbpackersfan,Missouri,3.56,2019-08-28,,https://www.beeradvocate.com/beer/profile/2681/55412/,Gubna,2019,8,28
2106,Oh_Dark_Star,Washington,3.3,2019-04-18,,https://www.beeradvocate.com/beer/profile/2681/55412/,Gubna,2019,4,18
2107,dafla67,Pennsylvania,4.0,2019-04-12,,https://www.beeradvocate.com/beer/profile/2681/55412/,Gubna,2019,4,12
2108,hophead37,Alabama,3.93,2019-01-31,,https://www.beeradvocate.com/beer/profile/2681/55412/,Gubna,2019,1,31
2109,brittanylicious,Indiana,3.75,2019-01-01,,https://www.beeradvocate.com/beer/profile/2681/55412/,Gubna,2019,1,1
2110,KMcGrath,Massachusetts,3.92,2018-11-27,,https://www.beeradvocate.com/beer/profile/2681/55412/,Gubna,2018,11,27
2111,RickyBfromCT,Connecticut,3.5,2018-11-22,,https://www.beeradvocate.com/beer/profile/2681/55412/,Gubna,2018,11,22
2112,StormAles,Canada (ON),4.0,2018-09-08,,https://www.beeradvocate.com/beer/profile/2681/55412/,Gubna,2018,9,8
2113,sweetbrew82,California,4.18,2018-08-06,,https://www.beeradvocate.com/beer/profile/2681/55412/,Gubna,2018,8,6
2114,mlatvakokko,Massachusetts,3.76,2018-06-13,,https://www.beeradvocate.com/beer/profile/2681/55412/,Gubna,2018,6,13
2115,BrewSTL,Missouri,4.0,2018-01-28,,https://www.beeradvocate.com/beer/profile/2681/55412/,Gubna,2018,1,28
2116,danoble1,Indiana,3.88,2018-01-07,,https://www.beeradvocate.com/beer/profile/2681/55412/,Gubna,2018,1,7
2117,Lexluthor33,New York,3.65,2024-02-28,"Amber color with a decent head and lace.
Aroma of floral hops, malts, stinky hops and hints of fruit.
Taste was sweet, mild bitterness, malts and an odd taste I could not really describe to you. 
Medium body and carbonation.",https://www.beeradvocate.com/beer/profile/2681/55412/,Gubna,2024,2,28
2118,Sigmund,Norway,3.77,2021-04-12,"355 ml can, courtesy of Cardinal Pub & Bar, Stavanger. ABV is 10.0%. Orange colour, moderate off-white head. Lovely aroma of piney hops, smells like a pine forest, also some fruity notes (oranges). The flavour is a massive attack of fruity and piney American hops, fairly light bodied and dry for its strength.",https://www.beeradvocate.com/beer/profile/2681/55412/,Gubna,2021,4,12
2119,stevoj,Idaho,3.88,2020-05-09,"Wonderful aroma, thick clumpy lacing. Taste is oranges and other citrus, a hint of cough syrup sweetness, with a smidge of alcohol warmth. Be careful, this one will sneak up on you.",https://www.beeradvocate.com/beer/profile/2681/55412/,Gubna,2020,5,9
2160,LA2ED7,0,3.62,2023-01-07,,https://www.beeradvocate.com/beer/profile/199/10386/,Dorado,2023,1,7
2161,dms1767,Nebraska,4.41,2022-10-19,,https://www.beeradvocate.com/beer/profile/199/10386/,Dorado,2022,10,19
2162,scottyshades,Florida,4.0,2022-04-29,,https://www.beeradvocate.com/beer/profile/199/10386/,Dorado,2022,4,29
2163,blackcloud,Alaska,3.5,2021-06-15,,https://www.beeradvocate.com/beer/profile/199/10386/,Dorado,2021,6,15
2164,Slyde180,Texas,4.08,2021-04-11,,https://www.beeradvocate.com/beer/profile/199/10386/,Dorado,2021,4,11
2165,BeerRay,Rhode Island,3.0,2021-04-10,,https://www.beeradvocate.com/beer/profile/199/10386/,Dorado,2021,4,10
2166,carolinabeerguy,North Carolina,4.0,2021-03-21,,https://www.beeradvocate.com/beer/profile/199/10386/,Dorado,2021,3,21
2167,TwilightBeerCareer,Illinois,3.63,2021-03-20,,https://www.beeradvocate.com/beer/profile/199/10386/,Dorado,2021,3,20
2168,Urk1127,New Jersey,4.0,2020-12-01,,https://www.beeradvocate.com/beer/profile/199/10386/,Dorado,2020,12,1
2169,RiceOwls27,Texas,4.5,2020-08-18,,https://www.beeradvocate.com/beer/profile/199/10386/,Dorado,2020,8,18
2170,TallGuyCM,California,4.0,2020-06-16,,https://www.beeradvocate.com/beer/profile/199/10386/,Dorado,2020,6,16
2171,ryanf2192,District of Columbia,4.25,2020-06-08,,https://www.beeradvocate.com/beer/profile/199/10386/,Dorado,2020,6,8
2172,SauceMcSauce,Pennsylvania,4.42,2020-05-03,,https://www.beeradvocate.com/beer/profile/199/10386/,Dorado,2020,5,3
2173,doctorgary,New York,5.0,2020-03-04,,https://www.beeradvocate.com/beer/profile/199/10386/,Dorado,2020,3,4
2174,BeerMe8,Florida,3.63,2020-02-14,,https://www.beeradvocate.com/beer/profile/199/10386/,Dorado,2020,2,14
2175,BalancingBrooms,California,3.85,2020-02-01,,https://www.beeradvocate.com/beer/profile/199/10386/,Dorado,2020,2,1
2176,kraut6363,Pennsylvania,4.34,2020-01-25,,https://www.beeradvocate.com/beer/profile/199/10386/,Dorado,2020,1,25
2177,LesDewitt4beer,Minnesota,4.43,2021-10-19,"Notes from 2015-16.
12oz bottle into a pint glass.
L: Pours a bright sparkling amber/orange, thick eggshell white head, some lacing. Fine looking good carbonation.
S: Mango, pine, light citrus, light alcohol.
T: Bold bitter pine, spruce, grassy, lime/orange zest, grapefruit, pineapple, sweet caramel, biscuit, apricot, mango. It is lightly tart. There is light alcohol in the taste as the beer warms.
F: Med-heavy mouthfeel with a lingering long and quite drying finish.
O: This is the best tasting American Double IPA that I've ever had. It is alluring and full bodied with rich smooth flavors. It drinks easily for it's higher ABV and it is outstanding in it's style.",https://www.beeradvocate.com/beer/profile/199/10386/,Dorado,2021,10,19
2178,brewme,Massachusetts,4.0,2021-03-20,"Reminded of this beer by the How many Beers of Fame have you reviewed? post. Reviewed from memory, as I have not had this in a while, but have had at least a six pack before. Was not a huge fan, tastes good, but too boozy.",https://www.beeradvocate.com/beer/profile/199/10386/,Dorado,2021,3,20
2179,jjboesen,Maryland,3.73,2020-03-14,"Had an 8-oz pour at their tasting room in San Diego's Little Italy (See My Review). The body is a sparkling amber color crowned by a thick and splotchy head, which produces a gummy lacing around the glass rim. The nose consists of a whiff of mango. There is an initial blast of hoppy bitterness that is supplemented by a lingering malty fade with an unbalanced sweetness. At the finish, there is a dryness that will require some water. Still, not bad.",https://www.beeradvocate.com/beer/profile/199/10386/,Dorado,2020,3,14
2220,Nyoder,0,4.48,2023-11-26,,https://www.beeradvocate.com/beer/profile/1471/22381/,Double Crooked Tree IPA,2023,11,26
2221,Jacob313,Michigan,4.48,2023-02-21,,https://www.beeradvocate.com/beer/profile/1471/22381/,Double Crooked Tree IPA,2023,2,21
2222,RalphStanley34,French Polynesia,4.05,2022-10-20,,https://www.beeradvocate.com/beer/profile/1471/22381/,Double Crooked Tree IPA,2022,10,20
2223,DrOfGolf,Delaware,4.21,2022-08-08,,https://www.beeradvocate.com/beer/profile/1471/22381/,Double Crooked Tree IPA,2022,8,8
2224,Jacob_Schneider616,Michigan,4.24,2022-03-12,,https://www.beeradvocate.com/beer/profile/1471/22381/,Double Crooked Tree IPA,2022,3,12
2225,TMoney2591,Illinois,3.83,2022-03-03,,https://www.beeradvocate.com/beer/profile/1471/22381/,Double Crooked Tree IPA,2022,3,3
2226,minstrelwb,Indiana,3.5,2021-12-21,,https://www.beeradvocate.com/beer/profile/1471/22381/,Double Crooked Tree IPA,2021,12,21
2227,LesDewitt4beer,Minnesota,4.04,2021-10-13,,https://www.beeradvocate.com/beer/profile/1471/22381/,Double Crooked Tree IPA,2021,10,13
2228,BeerRay,Rhode Island,3.75,2021-04-10,,https://www.beeradvocate.com/beer/profile/1471/22381/,Double Crooked Tree IPA,2021,4,10
2229,miwestcoaster,Michigan,4.01,2021-01-15,,https://www.beeradvocate.com/beer/profile/1471/22381/,Double Crooked Tree IPA,2021,1,15
2230,eagles22,Pennsylvania,4.25,2020-12-29,,https://www.beeradvocate.com/beer/profile/1471/22381/,Double Crooked Tree IPA,2020,12,29
2231,doctorgary,New York,3.0,2020-04-13,,https://www.beeradvocate.com/beer/profile/1471/22381/,Double Crooked Tree IPA,2020,4,13
2232,BEER88,North Carolina,4.0,2020-01-25,,https://www.beeradvocate.com/beer/profile/1471/22381/,Double Crooked Tree IPA,2020,1,25
2233,Seal4676,Michigan,4.29,2019-12-30,,https://www.beeradvocate.com/beer/profile/1471/22381/,Double Crooked Tree IPA,2019,12,30
2234,rare_bird,Michigan,4.0,2019-12-02,,https://www.beeradvocate.com/beer/profile/1471/22381/,Double Crooked Tree IPA,2019,12,2
2235,robotic_being,Illinois,4.0,2019-10-30,,https://www.beeradvocate.com/beer/profile/1471/22381/,Double Crooked Tree IPA,2019,10,30
2236,dbl_delta,Pennsylvania,4.04,2023-07-02,"Undated can into pint glass. Pours a slightly hazy amber-honey color, with a brief light tan head. No lacing. Initial impression is citrus, pine, and malt - very straightforward DIPA. Mouthfeel is sticky like a 12% DIPA ought gto be. Finish is sweet and malty. Overall, a very enjoyable DIPA!",https://www.beeradvocate.com/beer/profile/1471/22381/,Double Crooked Tree IPA,2023,7,2
2237,drdiesel9483,Ohio,3.92,2022-01-19,"Look - really nice thick dark auburn color with a big slight tan head and lacing
Smell - lots of caramel malts and piney hops
Taste - bitter piney slight citrus hops with a thick caramel malt backbone
Feel - thick body with a medium carbonation",https://www.beeradvocate.com/beer/profile/1471/22381/,Double Crooked Tree IPA,2022,1,19
2238,RoyalT,Michigan,4.39,2020-05-14,"Appearance – This, dirty pond brown had an appropriately moderate head.

Smell – The nose is powerful and equal parts toasted malt and heavy citrus hops with light lemon. This is a big balanced DIPA.

Taste – The monster hops step up at the taste but the heavy malts keep them in check. A sharp pine flavor shows up at the taste.

Mouthfeel – This full-bodied DIPA is moderately dry. I expected a super-dry finish but the caramel from the malts keeps it pretty even. There is absolutely no alcohol sting so beware of this 12.0 ABV heavy hitter.

Drinkability – This is dangerously easy to chug.",https://www.beeradvocate.com/beer/profile/1471/22381/,Double Crooked Tree IPA,2020,5,14
2239,Msp004,New York,4.0,2019-11-14,"12 oz bottle from 2015 (don't know bottle date) .
Poured dark amber, minor head dissipated quickly with some lacing.

Nose of a convoluted battle between hop, malt, pine, caramel and ?!? teriyaki ?!?

Palate of hops and hops interlocked in a battle with malts, caramels and pine. Semi thick mouth feel with slight sting left on the tongue. Higher AVB not really noticeable on the mouth but definitely warms the central nervous system after several quaffs.

This one aged rather well becoming smoother. Just the teriyaki aroma on the nose I can't place my finger on and seemed a little off.

Enjoyable.",https://www.beeradvocate.com/beer/profile/1471/22381/,Double Crooked Tree IPA,2019,11,14
2280,Thanatosbat777,Georgia,4.19,2024-02-28,,https://www.beeradvocate.com/beer/profile/28178/77708/,Ninja Vs. Unicorn,2024,2,28
2281,Beecham,California,4.56,2024-01-23,,https://www.beeradvocate.com/beer/profile/28178/77708/,Ninja Vs. Unicorn,2024,1,23
2282,jak,North Carolina,4.17,2023-11-07,,https://www.beeradvocate.com/beer/profile/28178/77708/,Ninja Vs. Unicorn,2023,11,7
2283,jonfed,New York,4.8,2023-10-22,,https://www.beeradvocate.com/beer/profile/28178/77708/,Ninja Vs. Unicorn,2023,10,22
2284,TangoWhiskey,0,4.25,2023-09-13,,https://www.beeradvocate.com/beer/profile/28178/77708/,Ninja Vs. Unicorn,2023,9,13
2285,mpolewan,Ohio,4.08,2023-07-11,,https://www.beeradvocate.com/beer/profile/28178/77708/,Ninja Vs. Unicorn,2023,7,11
2286,Ben1313,New Hampshire,3.83,2023-06-18,,https://www.beeradvocate.com/beer/profile/28178/77708/,Ninja Vs. Unicorn,2023,6,18
2287,LarryV,Massachusetts,4.12,2024-02-15,"Pours a translucent amber yellow with a modest head that fades quickly. I don't get a lot of aroma from it but that's likely just me. Taste is big, bold hops - a lot of grapefruit like bitterness. This beer is all about the hops, the malt really plays a very minor supporting role here. I consider it a classic west coast IPA. Nothing hazy or juicy going on here. This is a good one if you like bitter, hop laden brews that get straight to the point. I'm digging it.",https://www.beeradvocate.com/beer/profile/28178/77708/,Ninja Vs. Unicorn,2024,2,15
2288,BigGold,Mississippi,4.21,2024-01-25,"Had Ninja vs Unicorn poured from pint can, bottom stamped (apparently) canned on ""11/28/2023,"" into nonic pint.

Pours gold with clarity and 2-finger, stiff, very light-tan head, with excellent retention, leaving chunky rings of lace down the glass. Aromas of mild malt, funk and melon off pour, then mild orchard fruit, but not much else. On tasting, begins sweet orchard fruit, including some citrus, with an immediate and huge hop bite, which carries over a (barely perceived) silky body, into a big, bitter, somewhat resinous, dry but still fruity West Coast finish.

Classic West Coast IPA, with big fruit and huge bitterness, and ne'er any malt to be found.",https://www.beeradvocate.com/beer/profile/28178/77708/,Ninja Vs. Unicorn,2024,1,25
2289,donspublic,Texas,4.46,2024-01-06,"Just found tasting sheet for this beer I had on my 60th, no notes, just numbers",https://www.beeradvocate.com/beer/profile/28178/77708/,Ninja Vs. Unicorn,2024,1,6
